gen
"""african experimental"""
"""african rock"""
"""afrikaans"""
"""afropop"""
"""afroswing"""
"""albanian pop"""
"""album rock"""
"""alternative dance"""
"""alternative emo"""
"""alternative hip hop"""
"""alternative metal"""
"""alternative pop"""
"""alternative r&b"""
"""alternative rock"""
"""alternative roots rock"""
"""ambient"""
"""ambient guitar"""
"""ambient post-rock"""
"""ambient worship"""
"""american 21st century classical"""
"""american contemporary classical"""
"""american metalcore"""
"""american post-punk"""
"""american post-rock"""
"""anime score"""
"""anthem emo"""
"""anthem worship"""
"""anti-folk"""
"""appalachian folk"""
"""arab pop"""
"""argentine rock"""
"""arkansas country"""
"""art pop"""
"""art punk"""
"""art rock"""
"""athens indie"""
"""atl hip hop"""
"""atl trap"""
"""atlanta bass"""
"""atlanta indie"""
"""atlanta metal"""
"""atlanta punk"""
"""austin americana"""
"""austin singer-songwriter"""
"""austindie"""
"""australian alternative pop"""
"""australian dance"""
"""australian electropop"""
"""australian hip hop"""
"""australian house"""
"""australian indie"""
"""australian indie folk"""
"""australian indie rock"""
"""australian indigenous"""
"""australian indigenous hip hop"""
"""australian metalcore"""
"""australian pop"""
"""australian post-hardcore"""
"""australian psych"""
"""australian r&b"""
"""australian reggae fusion"""
"""australian rock"""
"""australian singer-songwriter"""
"""australian ska"""
"""australian talent show"""
"""australian trap"""
"""avant-garde"""
"""avant-garde jazz"""
"""axe"""
"""azonto"""
"""bachata dominicana"""
"""balearic"""
"""balkan brass"""
"""baltimore indie"""
"""banda jalisciense"""
"""banda sinaloense"""
"""banjo"""
"""barbadian pop"""
"""baroque pop"""
"""bass trap"""
"""battle rap"""
"""bay area indie"""
"""beatlesque"""
"""bebop"""
"""belgian edm"""
"""belgian electronic"""
"""belgian pop"""
"""belgian rock"""
"""beninese pop"""
"""big band"""
"""big beat"""
"""big room"""
"""birmingham hip hop"""
"""bitpop"""
"""black americana"""
"""bluegrass"""
"""bluegrass gospel"""
"""blues"""
"""blues rock"""
"""bolero mexicano"""
"""bongo flava"""
"""boogaloo"""
"""boom bap"""
"""bossa nova"""
"""bossbeat"""
"""boston hip hop"""
"""boston metal"""
"""boston rock"""
"""bouncy house"""
"""bow pop"""
"""boy band"""
"""braindance"""
"""brass band"""
"""brass ensemble"""
"""brazilian boogie"""
"""brazilian classical"""
"""brazilian groove metal"""
"""brazilian jazz"""
"""brazilian modern jazz"""
"""brazilian rock"""
"""brazilian soul"""
"""breakbeat"""
"""brighton indie"""
"""brill building pop"""
"""brisbane indie"""
"""british black metal"""
"""british blues"""
"""british contemporary classical"""
"""british dance band"""
"""british indie rock"""
"""british invasion"""
"""british singer-songwriter"""
"""british soul"""
"""britpop"""
"""britpop revival"""
"""bronx hip hop"""
"""brooklyn indie"""
"""brostep"""
"""brutal death metal"""
"""bubblegrunge"""
"""bubblegum pop"""
"""buffalo ny indie"""
"""buffalo ny metal"""
"""cali rap"""
"""california hardcore"""
"""cambridgeshire indie"""
"""canadian americana"""
"""canadian ccm"""
"""canadian contemporary country"""
"""canadian contemporary r&b"""
"""canadian country"""
"""canadian electronic"""
"""canadian electropop"""
"""canadian folk"""
"""canadian hip hop"""
"""canadian house"""
"""canadian indie"""
"""canadian indigenous"""
"""canadian latin"""
"""canadian metal"""
"""canadian old school hip hop"""
"""canadian pop"""
"""canadian pop punk"""
"""canadian post-hardcore"""
"""canadian punk"""
"""canadian rock"""
"""canadian singer-songwriter"""
"""canadian soundtrack"""
"""canadian trap"""
"""candy pop"""
"""cantautor"""
"""ccm"""
"""cedm"""
"""cello"""
"""celtic"""
"""celtic metal"""
"""celtic rock"""
"""chamber pop"""
"""chamber psych"""
"""chanson paillarde"""
"""chaotic hardcore"""
"""charlotte nc indie"""
"""charlottesville indie"""
"""chicago blues"""
"""chicago bop"""
"""chicago drill"""
"""chicago hardcore"""
"""chicago house"""
"""chicago indie"""
"""chicago punk"""
"""chicago rap"""
"""chicago soul"""
"""chicano rap"""
"""children's choir"""
"""children's folk"""
"""children's music"""
"""chillhop"""
"""chillstep"""
"""chillwave"""
"""chinese hip hop"""
"""chinese idol pop"""
"""chinese jazz"""
"""chiptune"""
"""chopped and screwed"""
"""choral"""
"""christchurch indie"""
"""christian a cappella"""
"""christian alternative rock"""
"""christian dance"""
"""christian hard rock"""
"""christian hip hop"""
"""christian indie"""
"""christian metal"""
"""christian metalcore"""
"""christian music"""
"""christian pop"""
"""christian punk"""
"""christian rock"""
"""christian trap"""
"""christian uplift"""
"""christmas instrumental"""
"""christmas product"""
"""chutney"""
"""cinematic post-rock"""
"""classic arab pop"""
"""classic bhangra"""
"""classic bollywood"""
"""classic canadian rock"""
"""classic colombian pop"""
"""classic country pop"""
"""classic dubstep"""
"""classic garage rock"""
"""classic girl group"""
"""classic hardstyle"""
"""classic oklahoma country"""
"""classic peruvian pop"""
"""classic praise"""
"""classic punjabi pop"""
"""classic rock"""
"""classic schlager"""
"""classic soul"""
"""classic soundtrack"""
"""classic texas country"""
"""classic uk pop"""
"""classical"""
"""classical era"""
"""classical mandolin"""
"""classical performance"""
"""classical tenor"""
"""cleveland metal"""
"""cloud rap"""
"""collage pop"""
"""college a cappella"""
"""colombian rock"""
"""comedy"""
"""comedy rock"""
"""comic"""
"""comic metal"""
"""complextro"""
"""compositional ambient"""
"""concert band"""
"""conscious hip hop"""
"""contemporary country"""
"""contemporary jazz"""
"""contemporary post-bop"""
"""contemporary r&b"""
"""contemporary vocal jazz"""
"""cool jazz"""
"""corrido"""
"""corridos alternativos"""
"""corridos clasicos"""
"""corridos tumbados"""
"""country"""
"""country blues"""
"""country boogie"""
"""country dawn"""
"""country gospel"""
"""country pop"""
"""country rap"""
"""country road"""
"""country rock"""
"""coupe-decale"""
"""coverchill"""
"""cowboy western"""
"""cowpunk"""
"""crank wave"""
"""crunk"""
"""cuban alternative"""
"""cuban rumba"""
"""cumbia"""
"""cumbia amazonica"""
"""cumbia colombiana regia"""
"""cumbia funk"""
"""cumbia lagunera"""
"""cumbia salvadorena"""
"""cumbia sonidera"""
"""cumbia villera"""
"""czech classical"""
"""czech contemporary classical"""
"""dabke"""
"""dallas indie"""
"""dance pop"""
"""dance rock"""
"""dance-punk"""
"""dancefloor dnb"""
"""dancehall"""
"""dancehall queen"""
"""danish alternative rock"""
"""danish electronic"""
"""danish electropop"""
"""danish indie"""
"""danish indie pop"""
"""danish metal"""
"""danish pop"""
"""danish pop rock"""
"""danish rock"""
"""dansband"""
"""dark pop"""
"""dark synthpop"""
"""dark trap"""
"""darksynth"""
"""dayton indie"""
"""dc hardcore"""
"""deathcore"""
"""deathgrass"""
"""deathstep"""
"""deconstructed club"""
"""deep acoustic pop"""
"""deep adult standards"""
"""deep ccm"""
"""deep chill"""
"""deep comedy"""
"""deep disco house"""
"""deep dubstep"""
"""deep east coast hip hop"""
"""deep euro house"""
"""deep groove house"""
"""deep happy hardcore"""
"""deep house"""
"""deep idm"""
"""deep indie singer-songwriter"""
"""deep latin alternative"""
"""deep melodic metalcore"""
"""deep minimal techno"""
"""deep pop edm"""
"""deep ragga"""
"""deep talent show"""
"""deep tropical house"""
"""deep underground hip hop"""
"""deep uplifting trance"""
"""delta blues"""
"""denton tx indie"""
"""desert blues"""
"""desi hip hop"""
"""desi pop"""
"""detroit hip hop"""
"""detroit rock"""
"""detroit trap"""
"""devon indie"""
"""dfw rap"""
"""dirty south rap"""
"""dirty texas rap"""
"""disco"""
"""discofox"""
"""diva house"""
"""dixieland"""
"""diy emo"""
"""djent"""
"""dmv rap"""
"""dominican pop"""
"""doo-wop"""
"""doomgaze"""
"""double drumming"""
"""downtempo"""
"""downtempo deathcore"""
"""drain"""
"""dream pop"""
"""dreamgaze"""
"""dreamo"""
"""drill"""
"""drill and bass"""
"""drone"""
"""drone folk"""
"""drum and bass"""
"""drumless hip hop"""
"""dub metal"""
"""dub product"""
"""dubstep"""
"""dubstep product"""
"""duranguense"""
"""dusseldorf electronic"""
"""dutch contemporary classical"""
"""dutch dnb"""
"""dutch edm"""
"""dutch house"""
"""dutch indie"""
"""dutch indie rock"""
"""dutch pop"""
"""dutch prog"""
"""dutch rock"""
"""dutch singer-songwriter"""
"""dutch trance"""
"""early avant garde"""
"""early modern classical"""
"""early romantic era"""
"""early us punk"""
"""east coast hip hop"""
"""easy listening"""
"""easycore"""
"""eau claire indie"""
"""ebm"""
"""ecm-style jazz"""
"""ectofolk"""
"""edm"""
"""edmonton indie"""
"""egyptian pop"""
"""el paso indie"""
"""electra"""
"""electric bass"""
"""electric blues"""
"""electro"""
"""electro bailando"""
"""electro house"""
"""electro latino"""
"""electro swing"""
"""electro-industrial"""
"""electro-pop francais"""
"""electroclash"""
"""electrofox"""
"""electronic rock"""
"""electronic trap"""
"""electronica"""
"""electronica chilena"""
"""electropop"""
"""electropowerpop"""
"""elektropunk"""
"""emo"""
"""emo punk"""
"""emo rap"""
"""english indie rock"""
"""epicore"""
"""escape room"""
"""etherpop"""
"""eugene indie"""
"""euphoric hardstyle"""
"""eurodance"""
"""europop"""
"""exotica"""
"""experimental"""
"""experimental classical"""
"""experimental folk"""
"""experimental guitar"""
"""experimental hip hop"""
"""experimental indie rock"""
"""experimental pop"""
"""experimental psych"""
"""experimental rock"""
"""experimental synth"""
"""fado"""
"""fado antigo"""
"""family gospel"""
"""fantasy metal"""
"""faroese pop"""
"""fidget house"""
"""fijian pop"""
"""filmi"""
"""filter house"""
"""filthstep"""
"""finnish alternative rock"""
"""finnish classical"""
"""finnish edm"""
"""finnish metal"""
"""flamenco urbano"""
"""flint hip hop"""
"""float house"""
"""florida rap"""
"""flute rock"""
"""focus"""
"""focus trance"""
"""folclor afrocolombiano"""
"""folclor colombiano"""
"""folk"""
"""folk metal"""
"""folk punk"""
"""folk rock"""
"""folk-pop"""
"""folklore ecuatoriano"""
"""folktronica"""
"""footwork"""
"""fort worth indie"""
"""fotbollslatar"""
"""francoton"""
"""freak folk"""
"""free improvisation"""
"""free jazz"""
"""freeform hardcore"""
"""freestyle"""
"""fremantle indie"""
"""french classical piano"""
"""french death metal"""
"""french garage rock"""
"""french hip hop"""
"""french indie folk"""
"""french indie pop"""
"""french indietronica"""
"""french jazz"""
"""french metal"""
"""french opera"""
"""french pop"""
"""french reggae"""
"""french rock"""
"""french romanticism"""
"""french soundtrack"""
"""french synthpop"""
"""funk"""
"""funk carioca"""
"""funk consciente"""
"""funk das antigas"""
"""funk metal"""
"""funk rj"""
"""funk rock"""
"""funky breaks"""
"""future ambient"""
"""future bass"""
"""future funk"""
"""future garage"""
"""future house"""
"""future rock"""
"""futuristic swag"""
"""g funk"""
"""g-house"""
"""gabba"""
"""gaita zuliana"""
"""gaming dubstep"""
"""gaming edm"""
"""gangster rap"""
"""garage house"""
"""garage pop"""
"""garage psych"""
"""garage rock"""
"""garage rock revival"""
"""gauze pop"""
"""gbvfi"""
"""geek rock"""
"""german ccm"""
"""german dance"""
"""german hard rock"""
"""german hip hop"""
"""german house"""
"""german indie"""
